Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale,Collegio plurinominale
2018-03-04,Abruzzo,Abruzzo,Pescara,SCAFA,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,SERRAMONACESCA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,SPOLTORE,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,TOCCO DA CASAURIA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,TORRE DE' PASSERI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,TURRIVALIGNANI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,VICOLI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,VILLA CELIERA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Teramo,ALBA ADRIATICA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ANCARANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ARSITA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ATRI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,BASCIANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,BELLANTE,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,BISENTI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CAMPLI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CANZANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CASTEL CASTAGNA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CASTELLALTO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CASTELLI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CASTIGLIONE MESSER RAIMONDO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CASTILENTI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CELLINO ATTANASIO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CERMIGNANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CIVITELLA DEL TRONTO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,COLLEDARA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,COLONNELLA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CONTROGUERRA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CORROPOLI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CORTINO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,CROGNALETO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,FANO ADRIANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,GIULIANOVA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ISOLA DEL GRAN SASSO D'ITALIA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,MARTINSICURO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,MONTEFINO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,MONTORIO AL VOMANO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,MORRO D'ORO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,MOSCIANO SANT'ANGELO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,NERETO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,NOTARESCO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,PENNA SANT'ANDREA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,PIETRACAMELA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,PINETO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ROCCA SANTA MARIA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,ROSETO DEGLI ABRUZZI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,SANT'EGIDIO ALLA VIBRATA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,SANT'OMERO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,SILVI,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,TERAMO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,TORANO NUOVO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,TORRICELLA SICURA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,TORTORETO,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,TOSSICIA,02 - Teramo,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,Teramo,VALLE CASTELLANA,02 - Teramo,Abruzzo - 02
2018-03-04,Basilicata,Basilicata,Matera,ACCETTURA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,ALIANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,BERNALDA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,CALCIANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,CIRIGLIANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,COLOBRARO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,CRACO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,FERRANDINA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,GARAGUSO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,GORGOGLIONE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,GRASSANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,GROTTOLE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,IRSINA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,MATERA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,MIGLIONICO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,MONTALBANO JONICO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,MONTESCAGLIOSO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,NOVA SIRI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,OLIVETO LUCANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,PISTICCI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,POLICORO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,POMARICO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,ROTONDELLA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,SALANDRA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,SAN GIORGIO LUCANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,SAN MAURO FORTE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,SCANZANO JONICO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,STIGLIANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,TRICARICO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,TURSI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Matera,VALSINNI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ABRIOLA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ACERENZA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ALBANO DI LUCANIA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ANZI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ARMENTO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ATELLA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,AVIGLIANO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BALVANO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BANZI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BARAGIANO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BARILE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BELLA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BRIENZA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,BRINDISI MONTAGNA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CALVELLO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CALVERA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CAMPOMAGGIORE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CANCELLARA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CARBONE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTELGRANDE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTELLUCCIO INFERIORE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTELLUCCIO SUPERIORE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTELMEZZANO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTELSARACENO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CASTRONUOVO DI SANT'ANDREA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CERSOSIMO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CHIAROMONTE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,CORLETO PERTICARA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,EPISCOPIA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,FARDELLA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,FILIANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,FORENZA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,FRANCAVILLA IN SINNI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,GALLICCHIO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,GENZANO DI LUCANIA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,GINESTRA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,GRUMENTO NOVA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,GUARDIA PERTICARA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,LAGONEGRO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,LATRONICO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,LAURENZANA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,LAURIA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,LAVELLO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MARATEA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MARSICO NUOVO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MARSICOVETERE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MASCHITO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MELFI,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MISSANELLO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MOLITERNO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MONTEMILONE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MONTEMURRO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,MURO LUCANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,NEMOLI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,NOEPOLI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,OPPIDO LUCANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PALAZZO SAN GERVASIO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PATERNO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PESCOPAGANO,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PICERNO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PIETRAGALLA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PIETRAPERTOSA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,PIGNOLA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,POTENZA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RAPOLLA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RAPONE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RIONERO IN VULTURE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RIPACANDIDA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RIVELLO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ROCCANOVA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,ROTONDA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RUOTI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,RUVO DEL MONTE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN CHIRICO NUOVO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN CHIRICO RAPARO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN COSTANTINO ALBANESE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN FELE,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN MARTINO D'AGRI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN PAOLO ALBANESE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAN SEVERINO LUCANO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SANT'ANGELO LE FRATTE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SANT'ARCANGELO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SARCONI,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SASSO DI CASTALDA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SATRIANO DI LUCANIA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SAVOIA DI LUCANIA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SENISE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,SPINOSO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TEANA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TERRANOVA DI POLLINO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TITO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TOLVE,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TRAMUTOLA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TRECCHINA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,TRIVIGNO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,VAGLIO BASILICATA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,VENOSA,02 - Matera,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,VIETRI DI POTENZA,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,VIGGIANELLO,01 - Potenza,Basilicata - 01
2018-03-04,Basilicata,Basilicata,Potenza,VIGGIANO,01 - Potenza,Basilicata - 01
2018-03-04,Calabria,Calabria,Catanzaro,AMARONI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,AMATO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,ARGUSTO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,BADOLATO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,BORGIA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CARAFFA DI CATANZARO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CARDINALE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CATANZARO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CENADI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CENTRACHE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CHIARAVALLE CENTRALE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CONFLENTI,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CORTALE,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,CURINGA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,DAVOLI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,DECOLLATURA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,FALERNA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,FEROLETO ANTICO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,GAGLIATO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,GASPERINA,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,GIRIFALCO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,GIZZERIA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,GUARDAVALLE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,ISCA SULLO IONIO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,JACURSO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,LAMEZIA TERME,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MAIDA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MARCELLINARA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MARTIRANO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MARTIRANO LOMBARDO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MIGLIERINA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MONTAURO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MONTEPAONE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,MOTTA SANTA LUCIA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,NOCERA TERINESE,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,OLIVADI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,PALERMITI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,PETRIZZI,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,PIANOPOLI,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,PLATANIA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SAN FLORO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SAN MANGO D'AQUINO,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SAN PIETRO A MAIDA,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SAN SOSTENE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SAN VITO SULLO IONIO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SANT'ANDREA APOSTOLO DELLO IONIO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SANTA CATERINA DELLO IONIO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SATRIANO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SIMERI CRICHI,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SOVERATO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SOVERIA MANNELLI,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SOVERIA SIMERI,04 - Catanzaro,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,SQUILLACE,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,STALETTI',06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,TORRE DI RUGGIERO,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Catanzaro,VALLEFIORITA,06 - Vibo Valentia,Calabria - 02
2018-03-04,Calabria,Calabria,Cosenza,ACQUAFORMOSA,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ACQUAPPESA,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ACRI,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,AIELLO CALABRO,03 - Cosenza,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,AIETA,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ALBI,05 - Crotone,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ALBIDONA,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ALESSANDRIA DEL CARRETTO,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ALTILIA,03 - Cosenza,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ALTOMONTE,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,AMANTEA,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,AMENDOLARA,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,ANDALI,05 - Crotone,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,APRIGLIANO,03 - Cosenza,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BELCASTRO,05 - Crotone,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BELMONTE CALABRO,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BELSITO,03 - Cosenza,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BELVEDERE MARITTIMO,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BIANCHI,03 - Cosenza,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BISIGNANO,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BOCCHIGLIERO,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BONIFATI,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BOTRICELLO,05 - Crotone,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,BUONVICINO,01 - Castrovillari,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CALOPEZZATI,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CALOVETO,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CAMPANA,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CANNA,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CARIATI,02 - Corigliano Calabro,Calabria - 01
2018-03-04,Calabria,Calabria,Cosenza,CARLOPOLI,05 - Crotone,Calabria - 01
