Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale,Collegio plurinominale
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,MASSA LOMBARDA,03 - Ravenna,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,RAVENNA,03 - Ravenna,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,RIOLO TERME,16 - Forlì,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,RUSSI,03 - Ravenna,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,SANT'AGATA SUL SANTERNO,03 - Ravenna,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Ravenna,SOLAROLO,16 - Forlì,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,ALBINEA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,BAGNOLO IN PIANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,BAISO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,BIBBIANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,BORETTO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,BRESCELLO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CADELBOSCO DI SOPRA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CAMPAGNOLA EMILIA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CAMPEGINE,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CANOSSA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CARPINETI,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CASALGRANDE,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CASINA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CASTELLARANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CASTELNOVO DI SOTTO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CASTELNOVO NE' MONTI,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CAVRIAGO,17 - Reggio nell'Emilia,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,CORREGGIO,17 - Reggio nell'Emilia,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,FABBRICO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,GATTATICO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,GUALTIERI,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,GUASTALLA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,LUZZARA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,MONTECCHIO EMILIA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,NOVELLARA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,POVIGLIO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,QUATTRO CASTELLA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,REGGIO NELL'EMILIA,17 - Reggio nell'Emilia,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,REGGIOLO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,RIO SALICETO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,ROLO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,RUBIERA,17 - Reggio nell'Emilia,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,SAN MARTINO IN RIO,17 - Reggio nell'Emilia,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,SAN POLO D'ENZA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,SANT'ILARIO D'ENZA,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,SCANDIANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,TOANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,VENTASSO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,VETTO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,VEZZANO SUL CROSTOLO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,VIANO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Reggio nell'Emilia,VILLA MINOZZO,11- Scandiano,Emilia - Romagna - 04
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,BELLARIA-IGEA MARINA,02 - Cesena,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,CASTELDELCI,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,CATTOLICA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,CORIANO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,GEMMANO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MAIOLO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MISANO ADRIATICO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MONDAINO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MONTEFIORE CONCA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MONTEGRIDOLFO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MONTESCUDO - MONTE COLOMBO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,MORCIANO DI ROMAGNA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,NOVAFELTRIA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,PENNABILLI,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,POGGIO TORRIANA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,RICCIONE,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,RIMINI,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SALUDECIO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SAN CLEMENTE,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SAN GIOVANNI IN MARIGNANO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SAN LEO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SANT'AGATA FELTRIA,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,SANTARCANGELO DI ROMAGNA,02 - Cesena,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,TALAMELLO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Emilia - Romagna,Emilia - Romagna,Rimini,VERUCCHIO,15 - Rimini,Emilia - Romagna - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,CAPRIVA DEL FRIULI,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,CORMONS,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,DOBERDO' DEL LAGO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,DOLEGNA DEL COLLIO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,FARRA D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,FOGLIANO REDIPUGLIA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,GORIZIA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,GRADISCA D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,GRADO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,MARIANO DEL FRIULI,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,MEDEA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,MONFALCONE,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,MORARO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,MOSSA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,ROMANS D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,RONCHI DEI LEGIONARI,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAGRADO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAN CANZIAN D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAN FLORIANO DEL COLLIO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAN LORENZO ISONTINO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAN PIER D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,SAVOGNA D'ISONZO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,STARANZANO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,TURRIACO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Gorizia,VILLESSE,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,ANDREIS,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,ARBA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,AVIANO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,AZZANO DECIMO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,BARCIS,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,BRUGNERA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,BUDOIA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CANEVA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CASARSA DELLA DELIZIA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CASTELNOVO DEL FRIULI,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CAVASSO NUOVO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CHIONS,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CIMOLAIS,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CLAUT,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CLAUZETTO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CORDENONS,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,CORDOVADO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,ERTO E CASSO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,FANNA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,FIUME VENETO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,FONTANAFREDDA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,FRISANCO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,MANIAGO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,MEDUNO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,MONTEREALE VALCELLINA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,MORSANO AL TAGLIAMENTO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PASIANO DI PORDENONE,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PINZANO AL TAGLIAMENTO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,POLCENIGO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PORCIA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PORDENONE,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PRATA DI PORDENONE,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,PRAVISDOMINI,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,ROVEREDO IN PIANO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SACILE,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SAN GIORGIO DELLA RICHINVELDA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SAN MARTINO AL TAGLIAMENTO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SAN QUIRINO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SAN VITO AL TAGLIAMENTO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SEQUALS,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SESTO AL REGHENA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,SPILIMBERGO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,TRAMONTI DI SOPRA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,TRAMONTI DI SOTTO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,TRAVESIO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,VAJONT,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,VALVASONE ARZENE,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,VITO D'ASIO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,VIVARO,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Pordenone,ZOPPOLA,05 - Pordenone,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,DUINO AURISINA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,MONRUPINO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,MUGGIA,01 - Trieste,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,SAN DORLIGO DELLA VALLE-DOLINA,01 - Trieste,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,SGONICO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Trieste,TRIESTE,01 - Trieste,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,AIELLO DEL FRIULI,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,AMARO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,AMPEZZO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,AQUILEIA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,ARTA TERME,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,ARTEGNA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,ATTIMIS,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BAGNARIA ARSA,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BASILIANO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BERTIOLO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BICINICCO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BORDANO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BUJA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,BUTTRIO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CAMINO AL TAGLIAMENTO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CAMPOFORMIDO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CAMPOLONGO TAPOGLIANO,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CARLINO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CASSACCO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CASTIONS DI STRADA,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CAVAZZO CARNICO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CERCIVENTO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CERVIGNANO DEL FRIULI,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CHIOPRIS-VISCONE,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CHIUSAFORTE,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CIVIDALE DEL FRIULI,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CODROIPO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,COLLOREDO DI MONTE ALBANO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,COMEGLIANS,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,CORNO DI ROSAZZO,03 - Udine,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,COSEANO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,DIGNANO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,DOGNA,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,DRENCHIA,02 - Gorizia,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,ENEMONZO,04 - Codroipo,Friuli - Venezia Giulia - 01
2018-03-04,Friuli - Venezia Giulia,Friuli - Venezia Giulia,Udine,FAEDIS,02 - Gorizia,Friuli - Venezia Giulia - 01
