Election_Date,Comune,Provincia,Regione,Circoscrizione
1987-06-14,LORANZE',TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LOREGGIA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LOREGLIA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LORENZAGO DI CADORE,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,LORENZANA,PISA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,LOREO,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LORETO,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,LORETO APRUTINO,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,LORIA,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,LORO CIUFFENNA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,LORO PICENO,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,LORSICA,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,LOSINE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LOTZORAI,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,LOVERE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LOVERO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LOZIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LOZZA,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LOZZO ATESTINO,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LOZZO DI CADORE,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,LOZZOLO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LU,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,LUBRIANO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,LUCCA,LUCCA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,LUCCA SICULA,AGRIGENTO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,LUCERA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,LUCIGNANO,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,LUCINASCO,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,LUCITO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,LUCO DEI MARSI,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,LUCOLI,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,LUGAGNANO VAL D'ARDA,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,LUGNACCO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LUGNANO IN TEVERINA,TERNI,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,LUGO,RAVENNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,LUGO DI VICENZA,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LUINO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LUISAGO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LULA,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,LUMARZO,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,LUMEZZANE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LUNAMATRONA,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,LUNANO,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,LUNGAVILLA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,LUNGRO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,LUOGOSANO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,LUOGOSANTO,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,LUPARA,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,LURAGO D'ERBA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LURAGO MARINONE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LURANO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LURAS,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,LURATE CACCIVIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LUSCIANO,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,LUSERNA,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,LUSERNA SAN GIOVANNI,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LUSERNETTA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LUSEVERA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,LUSIA,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LUSIANA,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,LUSIGLIE',TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,LUSON,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,LUSTRA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,LUVINATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,LUZZANA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,LUZZARA,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,LUZZI,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MACCAGNO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MACCASTORNA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MACCHIA D'ISERNIA,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,MACCHIA VALFORTORE,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,MACCHIAGODENA,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,MACELLO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MACERATA,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MACERATA CAMPANIA,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MACERATA FELTRIA,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MACHERIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MACLODIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MACOMER,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MACRA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MACUGNAGA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MADDALONI,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MADESIMO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MADIGNANO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MADONE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MADONNA DEL SASSO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MAENZA,LATINA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MAFALDA,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,MAGASA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MAGENTA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MAGGIORA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MAGHERNO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,MAGIONE,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,MAGISANO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAGLIANO ALFIERI,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MAGLIANO ALPI,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MAGLIANO DE' MARSI,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,MAGLIANO DI TENNA,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MAGLIANO IN TOSCANA,GROSSETO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,MAGLIANO ROMANO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MAGLIANO SABINA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,MAGLIANO VETERE,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,MAGLIE,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MAGLIOLO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,MAGLIONE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MAGNACAVALLO,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MAGNAGO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MAGNANO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MAGNANO IN RIVIERA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MAGOMADAS,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MAGRE' SULLA STRADA DEL VINO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MAGREGLIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MAIDA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAIERA',COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAIERATO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAIOLATI SPONTINI,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MAIOLO,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MAIORI,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,MAIRAGO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MAIRANO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MAISSANA,LA SPEZIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,MAJANO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MALAGNINO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MALALBERGO,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,MALBORGHETTO-VALBRUNA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MALCESINE,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MALE',TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MALEGNO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MALEO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MALESCO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MALETTO,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MALFA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MALGESSO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MALGRATE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MALITO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MALLARE,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,MALLES VENOSTA,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MALNATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MALO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MALONNO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MALOSCO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MALTIGNANO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MALVAGNA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MALVICINO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MALVITO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAMMOLA,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAMOIADA,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MANCIANO,GROSSETO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,MANDANICI,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MANDAS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MANDATORICCIO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MANDELA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MANDELLO DEL LARIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MANDELLO VITTA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MANDURIA,TARANTO,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MANERBA DEL GARDA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MANERBIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MANFREDONIA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,MANGO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MANGONE,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MANIACE,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MANIAGO,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MANOCALZATI,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,MANOPPELLO,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,MANSUE',TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,MANTA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MANTELLO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MANTOVA,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MANZANO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MANZIANA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MAPELLO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MARA,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MARACALAGONIS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MARANELLO,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,MARANO DI NAPOLI,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MARANO DI VALPOLICELLA,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MARANO EQUO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MARANO LAGUNARE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MARANO MARCHESATO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARANO PRINCIPATO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARANO SUL PANARO,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,MARANO TICINO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MARANO VICENTINO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MARANZANA,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARATEA,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,MARCALLO CON CASONE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MARCARIA,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MARCEDUSA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARCELLINA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MARCELLINARA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARCETELLI,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,MARCHENO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MARCHIROLO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MARCIANA,LIVORNO,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,MARCIANA MARINA,LIVORNO,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,MARCIANISE,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MARCIANO DELLA CHIANA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,MARCIGNAGO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,MARCON,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,MAREBBE,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MARENE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARENO DI PIAVE,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,MARENTINO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MARETTO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARGARITA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARGHERITA DI SAVOIA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,MARGNO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MARIANA MANTOVANA,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MARIANO COMENSE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MARIANO DEL FRIULI,GORIZIA,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MARIANOPOLI,CALTANISSETTA,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,MARIGLIANELLA,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MARIGLIANO,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MARINA DI GIOIOSA IONICA,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARINEO,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,MARINO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MARLENGO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MARLIANA,PISTOIA,TOSCANA,FIRENZE-PISTOIA
1987-06-14,MARMENTINO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MARMIROLO,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MARMORA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARNATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MARONE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MAROPATI,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MAROSTICA,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MARRADI,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,MARRUBIU,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MARSAGLIA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARSALA,TRAPANI,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,MARSCIANO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,MARSICO NUOVO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,MARSICOVETERE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,MARTA,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,MARTANO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MARTELLAGO,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,MARTELLO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,MARTIGNACCO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,MARTIGNANA DI PO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,MARTIGNANO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MARTINA FRANCA,TARANTO,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MARTINENGO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,MARTINIANA PO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MARTINSICURO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,MARTIRANO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARTIRANO LOMBARDO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARTIS,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MARTONE,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARUDO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MARUGGIO,TARANTO,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,MARZABOTTO,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,MARZANO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,MARZANO APPIO,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MARZANO DI NOLA,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,MARZI,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,MARZIO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MASAINAS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,MASATE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,MASCALI,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MASCALUCIA,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,MASCHITO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,MASCIAGO PRIMO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MASER,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,MASERA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,MASERA' DI PADOVA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MASERADA SUL PIAVE,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,MASI,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MASI TORELLO,FERRARA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,MASIO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,MASLIANICO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,MASON VICENTINO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,MASONE,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,MASSA,MASSA CARRARA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,MASSA D'ALBE,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,MASSA DI SOMMA,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,MASSA E COZZILE,PISTOIA,TOSCANA,FIRENZE-PISTOIA
1987-06-14,MASSA FERMANA,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,MASSA LOMBARDA,RAVENNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
