Election_Date,Comune,Provincia,Regione,Circoscrizione
1987-06-14,CERRO TANARO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERRO VERONESE,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CERSOSIMO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CERTALDO,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,CERTOSA DI PAVIA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERVA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CERVARA DI ROMA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CERVARESE SANTA CROCE,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CERVARO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CERVASCA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERVATTO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERVENO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CERVERE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERVESINA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERVETERI,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CERVIA,RAVENNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CERVICATI,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CERVIGNANO D'ADDA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERVIGNANO DEL FRIULI,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CERVINARA,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CERVINO,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CERVO,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CERZETO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CESA,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CESANA BRIANZA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CESANA TORINESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CESANO BOSCONE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CESANO MADERNO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CESARA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CESARO',MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CESATE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CESENA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CESENATICO,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CESINALI,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CESIO,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CESIOMAGGIORE,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CESSALTO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CESSANITI,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CESSAPALOMBO,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CESSOLE,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CETARA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CETO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CETONA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CETRARO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CEVA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CEVO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CHALLAND-SAINT-ANSELME,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHALLAND-SAINT-VICTOR,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHAMBAVE,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHAMOIS,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHAMPDEPRAZ,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHAMPORCHER,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHARVENSOD,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHATILLON,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,CHERASCO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CHEREMULE,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,CHIALAMBERTO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIAMPO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CHIANCHE,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CHIANCIANO TERME,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CHIANNI,PISA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,CHIANOCCO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIARAMONTE GULFI,RAGUSA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CHIARAMONTI,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,CHIARANO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CHIARAVALLE,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CHIARAVALLE CENTRALE,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CHIARI,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CHIAROMONTE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CHIAUCI,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CHIAVARI,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CHIAVENNA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CHIAVERANO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIENES,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CHIERI,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIES D'ALPAGO,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CHIESA IN VALMALENCO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CHIESANUOVA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIESINA UZZANESE,PISTOIA,TOSCANA,FIRENZE-PISTOIA
1987-06-14,CHIETI,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CHIEUTI,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CHIEVE,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CHIGNOLO D'ISOLA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CHIGNOLO PO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CHIOGGIA,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,CHIOMONTE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIONS,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CHIOPRIS-VISCONE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CHITIGNANO,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CHIUDUNO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CHIUPPANO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CHIURO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CHIUSA,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CHIUSA DI PESIO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CHIUSA DI SAN MICHELE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CHIUSA SCLAFANI,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CHIUSAFORTE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CHIUSANICO,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CHIUSANO D'ASTI,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CHIUSANO DI SAN DOMENICO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CHIUSAVECCHIA,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CHIUSDINO,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CHIUSI,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CHIUSI DELLA VERNA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CHIVASSO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIAMPINO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CIANCIANA,AGRIGENTO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CIANO D'ENZA,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CIBIANA DI CADORE,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CICAGNA,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CICALA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CICCIANO,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CICERALE,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CICILIANO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CICOGNOLO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CICONIO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIGLIANO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIGLIE',CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CIGOGNOLA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CIGOLE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CILAVEGNA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CIMADOLMO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CIMBERGO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CIMEGO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CIMINA',REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CIMINNA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CIMITILE,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CIMOLAIS,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CIMONE,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CINAGLIO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CINETO ROMANO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CINGIA DE' BOTTI,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CINGOLI,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CINIGIANO,GROSSETO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CINISELLO BALSAMO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CINISI,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CINO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CINQUEFRONDI,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CINTANO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CINTE TESINO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CINTO CAOMAGGIORE,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,CINTO EUGANEO,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CINZANO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIORLANO,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CIPRESSA,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CIRCELLO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CIRIE',TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIRIGLIANO,MATERA,BASILICATA,POTENZA-MATERA
1987-06-14,CIRIMIDO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CIRO',CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CIRO' MARINA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CIS,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CISANO BERGAMASCO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CISANO SUL NEVA,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CISERANO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CISLAGO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CISLIANO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CISMON DEL GRAPPA,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CISON DI VALMARINO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CISSONE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CISTERNA D'ASTI,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CISTERNA DI LATINA,LATINA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CISTERNINO,BRINDISI,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CITERNA,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,CITTA' DELLA PIEVE,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,CITTA' DI CASTELLO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,CITTA' SANT'ANGELO,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CITTADELLA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CITTADUCALE,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,CITTANOVA,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CITTAREALE,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,CITTIGLIO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CIVATE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CIVENNA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CIVEZZA,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CIVEZZANO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CIVIASCO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CIVIDALE DEL FRIULI,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CIVIDATE AL PIANO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CIVIDATE CAMUNO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CIVITA,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CIVITA D'ANTINO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITACAMPOMARANO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CIVITACASTELLANA,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CIVITALUPARELLA,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITANOVA DEL SANNIO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CIVITANOVA MARCHE,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CIVITAQUANA,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITAVECCHIA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CIVITELLA ALFEDENA,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITELLA CASANOVA,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITELLA D'AGLIANO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CIVITELLA DEL TRONTO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITELLA DI ROMAGNA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CIVITELLA IN VAL DI CHIANA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CIVITELLA MESSER RAIMONDO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITELLA PAGANICO,GROSSETO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CIVITELLA ROVETO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CIVITELLA SAN PAOLO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CIVO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CLAINO CON OSTENO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CLAUT,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CLAUZETTO,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CLAVESANA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CLAVIERE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CLES,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CLETO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CLIVIO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CLOZ,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CLUSONE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,COASSOLO TORINESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COAZZE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COAZZOLO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,COCCAGLIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,COCCONATO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,COCQUIO-TREVISAGO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,COCULLO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CODEVIGO,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CODEVILLA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CODIGORO,FERRARA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CODOGNE',TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CODOGNO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CODROIPO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CODRONGIANOS,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,COGGIOLA,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COGLIATE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,COGNE,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,COGOLETO,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,COGOLLO DEL CENGIO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,COGORNO,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,COLAZZA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COLBORDOLO,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,COLCAVAGNO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,COLERE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,COLFELICE,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,COLI,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,COLICO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,COLLAGNA,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,COLLALTO SABINO,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,COLLARMELE,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLAZZONE,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,COLLE BRIANZA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,COLLE D'ANCHISE,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,COLLE DI TORA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,COLLE DI VAL D'ELSA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,COLLE SAN MAGNO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,COLLE SANNITA,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,COLLE SANTA LUCIA,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,COLLE UMBERTO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,COLLEBEATO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,COLLECCHIO,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,COLLECORVINO,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLEDARA,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLEDIMACINE,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLEDIMEZZO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLEFERRO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,COLLEGIOVE,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,COLLEGNO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COLLELONGO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLEPARDO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,COLLEPASSO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,COLLEPIETRO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,COLLERETTO CASTELNUOVO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COLLERETTO GIACOSA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,COLLESALVETTI,LIVORNO,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,COLLESANO,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,COLLETORTO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,COLLEVECCHIO,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,COLLI A VOLTURNO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,COLLI DEL TRONTO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,COLLI SUL VELINO,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,COLLIANO,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,COLLINAS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,COLLIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,COLLOBIANO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
