Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAN PIETRO IN CERRO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAN POLO D'ENZA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAN POSSIDONIO,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAN PROSPERO,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAN SECONDO PARMENSE,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANT'AGATA BOLOGNESE,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANT'AGATA SUL SANTERNO,Ravenna - Lugo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANT'AGOSTINO,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANT'ILARIO D'ENZA,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANTA SOFIA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SANTARCANGELO DI ROMAGNA,Rimini - Sant'Arcangelo di R.
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SARMATO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SARSINA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SASSO MARCONI,Bologna - Pianoro
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SASSUOLO,Modena - Sassuolo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAVIGNANO SUL PANARO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAVIGNANO SUL RUBICONE,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SAVIGNO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SCANDIANO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SERRAMAZZONI,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SESTOLA,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SISSA,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SOGLIANO AL RUBICONE,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SOLAROLO,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SOLIERA,Carpi
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SOLIGNANO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SORAGNA,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SORBOLO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,SPILAMBERTO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TERENZO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TIZZANO VAL PARMA,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TOANO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TORNOLO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TORRIANA,Rimini - Sant'Arcangelo di R.
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TORRILE,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TRAVERSETOLO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TRAVO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TRECASALI,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TREDOZIO,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,TRESIGALLO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VALMOZZOLA,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VARANO DE' MELEGARI,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VARSI,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VERGATO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VERGHERETO,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VERNASCA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VERUCCHIO,Rimini - Sant'Arcangelo di R.
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VETTO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VEZZANO SUL CROSTOLO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VIANO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VIGARANO MAINARDA,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VIGNOLA,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VIGOLZONE,Piacenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VILLA MINOZZO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VILLANOVA SULL'ARDA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,VOGHIERA,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,ZERBA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,ZIANO PIACENTINO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,ZIBELLO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,ZOCCA,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,NA,ZOLA PREDOSA,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,ARGELATO,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BARICELLA,San Lazzaro di Savena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BAZZANO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BENTIVOGLIO,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,Bologna - Borgo Panigale
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,Bologna - Mazzini
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,Bologna - San Donato
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BORGO TOSSIGNANO,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,BUDRIO,San Lazzaro di Savena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CAMUGNANO,Bologna - Pianoro
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASALFIUMANESE,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL D'AIANO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL DEL RIO,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL DI CASIO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL GUELFO DI BOLOGNA,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTELLO D'ARGILE,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTELLO DI SERRAVALLE,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTENASO,San Lazzaro di Savena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,Bologna - Pianoro
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CRESPELLANO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,DOZZA,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,FONTANELICE,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,GALLIERA,San Giovanni in Persiceto
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,GRANAGLIONE,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,GRANAROLO DELL'EMILIA,San Lazzaro di Savena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,GRIZZANA MORANDI,Bologna - Pianoro
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,IMOLA,Imola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,LIZZANO IN BELVEDERE,Casalecchio di Reno
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,BOLOGNA,LOIANO,Bologna - Pianoro
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,ARGENTA,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,BERRA,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,BONDENO,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,CENTO,Ferrara - Cento
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,CODIGORO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,COMACCHIO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,COPPARO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,Ferrara - Via Bologna,Ferrara - Via Bologna
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,FORMIGNANA,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,GORO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,IOLANDA DI SAVOIA,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FERRARA,LAGOSANTO,Comacchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI',BAGNO DI ROMAGNA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,BERTINORO,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,BORGHI,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,CASTROCARO TERME E TERRA DEL SOLE,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,Cesena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,Cesena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,CIVITELLA DI ROMAGNA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,DOVADOLA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',Forli'
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,FORLIMPOPOLI,Forli'
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,GALEATA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,GAMBETTOLA,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,GATTEO,Cesena
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,LONGIANO,Savignano sul Rubicone
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,BASTIGLIA,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,BOMPORTO,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CAMPOGALLIANO,Carpi
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CAMPOSANTO,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CARPI,Carpi
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CASTELFRANCO EMILIA,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CASTELNUOVO RANGONE,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CASTELVETRO DI MODENA,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CAVEZZO,Carpi
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,CONCORDIA SULLA SECCHIA,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FANANO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FINALE EMILIA,Mirandola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FIORANO MODENESE,Modena - Sassuolo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FIUMALBO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FORMIGINE,Modena - Sassuolo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,FRASSINORO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,GUIGLIA,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,MODENA,LAMA MOCOGNO,Vignola
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,ALBARETO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BARDI,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BEDONIA,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BERCETO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BORE,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BORGO VAL DI TARO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,BUSSETO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,CALESTANO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,COLLECCHIO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,COLORNO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,COMPIANO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,CORNIGLIO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,FELINO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,FIDENZA,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,FONTANELLATO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,FONTEVIVO,Fidenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,FORNOVO DI TARO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,LANGHIRANO,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PARMA,LESIGNANO DE' BAGNI,Parma - Collecchio
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,AGAZZANO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,ALSENO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,BESENZONE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,BETTOLA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,BOBBIO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,BORGONOVO VAL TIDONE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CADEO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CALENDASCO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CAMINATA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CAORSO,Piacenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CARPANETO PIACENTINO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CASTEL SAN GIOVANNI,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CASTELL'ARQUATO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CASTELVETRO PIACENTINO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CERIGNALE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,COLI,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CORTE BRUGNATELLA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,CORTEMAGGIORE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,FARINI,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,FERRIERE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,FIORENZUOLA D'ARDA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,GAZZOLA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,GOSSOLENGO,Piacenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,GRAGNANO TREBBIENSE,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,GROPPARELLO,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,PIACENZA,LUGAGNANO VAL D'ARDA,Fiorenzuola D'Arda
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,ALFONSINE,Ravenna - Lugo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,BAGNACAVALLO,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,BAGNARA DI ROMAGNA,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,BRISIGHELLA,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,CASOLA VALSENIO,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,CASTEL BOLOGNESE,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,CERVIA,Ravenna - Cervia
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,CONSELICE,Ravenna - Lugo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,COTIGNOLA,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,FAENZA,Faenza
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,FUSIGNANO,Ravenna - Lugo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RAVENNA,LUGO,Ravenna - Lugo
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,ALBINEA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BAGNOLO IN PIANO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BAISO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BIBBIANO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BORETTO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BRESCELLO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,BUSANA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CADELBOSCO DI SOPRA,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CAMPAGNOLA EMILIA,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CAMPEGINE,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CANOSSA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CARPINETI,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CASALGRANDE,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CASINA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CASTELLARANO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CASTELNOVO DI SOTTO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CASTELNOVO NE' MONTI,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CAVRIAGO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,COLLAGNA,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,CORREGGIO,Carpi
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,FABBRICO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,GATTATICO,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,GUALTIERI,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,GUASTALLA,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,LIGONCHIO,Scandiano
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,REGGIO NELL'EMILIA,LUZZARA,Guastalla
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RIMINI,BELLARIA-IGEA MARINA,Rimini - Sant'Arcangelo di R.
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RIMINI,CATTOLICA,Rimini - Riccione
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RIMINI,CORIANO,Rimini - Riccione
2001-05-13,EMILIA-ROMAGNA,EMILIA ROMAGNA,RIMINI,GEMMANO,Rimini - Riccione
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MAJANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MALBORGHETTO-VALBRUNA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MANIAGO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MANZANO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MARANO LAGUNARE,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MARIANO DEL FRIULI,Gorizia
