Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MARTIGNACCO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MEDEA,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MEDUNO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MERETO DI TOMBA,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MOGGIO UDINESE,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MOIMACCO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MONFALCONE,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MONRUPINO,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MONTENARS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MONTEREALE VALCELLINA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MORARO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MORSANO AL TAGLIAMENTO,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MORTEGLIANO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MORUZZO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MOSSA,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MUGGIA,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,MUZZANA DEL TURGNANO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,NIMIS,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,OSOPPO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,OVARO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PAGNACCO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PALAZZOLO DELLO STELLA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PALMANOVA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PALUZZA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,Parte di Comune TRIESTE,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PASIAN DI PRATO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PASIANO DI PORDENONE,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PAULARO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PAVIA DI UDINE,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PINZANO AL TAGLIAMENTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,POCENIA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,POLCENIGO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PONTEBBA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PORCIA,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PORDENONE,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PORPETTO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,POVOLETTO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,POZZUOLO DEL FRIULI,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PRADAMANO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PRATA DI PORDENONE,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PRATO CARNICO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PRAVISDOMINI,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PRECENICCO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PREMARIACCO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PREONE,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PREPOTTO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,PULFERO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RAGOGNA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RAVASCLETTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RAVEO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,REANA DEL ROIALE,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,REMANZACCO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RESIA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RESIUTTA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RIGOLATO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RIVE D'ARCANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RIVIGNANO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,ROMANS D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RONCHI DEI LEGIONARI,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RONCHIS,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,ROVEREDO IN PIANO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,RUDA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SACILE,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAGRADO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN CANZIAN D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN DANIELE DEL FRIULI,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN DORLIGO DELLA VALLE,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN FLORIANO DEL COLLIO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN GIORGIO DELLA RICHINVELDA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN GIORGIO DI NOGARO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN GIOVANNI AL NATISONE,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN LEONARDO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN LORENZO ISONTINO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN MARTINO AL TAGLIAMENTO,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN PIER D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN PIETRO AL NATISONE,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN QUIRINO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN VITO AL TAGLIAMENTO,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN VITO AL TORRE,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAN VITO DI FAGAGNA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SANTA MARIA LA LONGA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAURIS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAVOGNA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SAVOGNA D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SEDEGLIANO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SEQUALS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SESTO AL REGHENA,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SGONICO,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SOCCHIEVE,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SPILIMBERGO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,STARANZANO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,STREGNA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,SUTRIO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TAIPANA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TALMASSONS,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TAPOGLIANO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TARCENTO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TARVISIO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TAVAGNACCO,Udine
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TEOR,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TERZO D'AQUILEIA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TOLMEZZO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TORREANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TORVISCOSA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRAMONTI DI SOPRA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRAMONTI DI SOTTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRASAGHIS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRAVESIO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TREPPO CARNICO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TREPPO GRANDE,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRICESIMO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,Trieste centro,Trieste centro
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TRIVIGNANO UDINESE,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,TURRIACO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,UDINE,Udine
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VAJONT,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VALVASONE,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VARMO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VENZONE,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VERZEGNIS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VILLA SANTINA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VILLA VICENTINA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VILLESSE,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VISCO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VITO D'ASIO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,VIVARO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,ZOPPOLA,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,NA,ZUGLIO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,CAPRIVA DEL FRIULI,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,CORMONS,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,DOBERDO' DEL LAGO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,DOLEGNA DEL COLLIO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,FARRA D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,FOGLIANO REDIPUGLIA,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,GORIZIA,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,GRADISCA D'ISONZO,Gorizia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,GORIZIA,GRADO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,ANDREIS,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,ARBA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,ARZENE,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,AVIANO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,AZZANO DECIMO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,BARCIS,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,BRUGNERA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,BUDOIA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CANEVA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CASARSA DELLA DELIZIA,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CASTELNOVO DEL FRIULI,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CAVASSO NUOVO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CHIONS,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CIMOLAIS,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CLAUT,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CLAUZETTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CORDENONS,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,CORDOVADO,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,ERTO E CASSO,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,FANNA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,FIUME VENETO,Pordenone
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,FONTANAFREDDA,Sacile
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,PORDENONE,FRISANCO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,TRIESTE,DUINO AURISINA,Trieste - Muggia
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,AIELLO DEL FRIULI,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,AMARO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,AMPEZZO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,AQUILEIA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,ARTA TERME,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,ARTEGNA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,ATTIMIS,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BAGNARIA ARSA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BASILIANO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BERTIOLO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BICINICCO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BORDANO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BUIA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,BUTTRIO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CAMINO AL TAGLIAMENTO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CAMPOFORMIDO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CAMPOLONGO AL TORRE,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CARLINO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CASSACCO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CASTIONS DI STRADA,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CAVAZZO CARNICO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CERCIVENTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CERVIGNANO DEL FRIULI,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CHIOPRIS-VISCONE,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CHIUSAFORTE,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CIVIDALE DEL FRIULI,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CODROIPO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,COLLOREDO DI MONTE ALBANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,COMEGLIANS,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,CORNO DI ROSAZZO,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,COSEANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,DIGNANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,DOGNA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,DRENCHIA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,ENEMONZO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FAEDIS,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FAGAGNA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FIUMICELLO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FLAIBANO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FORGARIA NEL FRIULI,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FORNI AVOLTRI,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FORNI DI SOPRA,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,FORNI DI SOTTO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,GEMONA DEL FRIULI,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,GONARS,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,GRIMACCO,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LATISANA,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LAUCO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LESTIZZA,Codroipo
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LIGNANO SABBIADORO,Cervignano del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LIGOSULLO,Gemona del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,LUSEVERA,Cividale del Friuli
2001-05-13,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,UDINE,MAGNANO IN RIVIERA,Cividale del Friuli
2001-05-13,LAZIO 1,LAZIO,NA,MANDELA,Tivoli
2001-05-13,LAZIO 1,LAZIO,NA,MANZIANA,Civitavecchia
2001-05-13,LAZIO 1,LAZIO,NA,MARANO EQUO,Tivoli
2001-05-13,LAZIO 1,LAZIO,NA,MARCELLINA,Guidonia Montecelio
2001-05-13,LAZIO 1,LAZIO,NA,MARINO,Marino
2001-05-13,LAZIO 1,LAZIO,NA,MAZZANO ROMANO,Monterotondo
2001-05-13,LAZIO 1,LAZIO,NA,MENTANA,Guidonia Montecelio
2001-05-13,LAZIO 1,LAZIO,NA,MONTE PORZIO CATONE,Marino
2001-05-13,LAZIO 1,LAZIO,NA,MONTECOMPATRI,Marino
