Election_Date,Regione,Collegio,Provincia,Comune,Voti_lista,Lista
1972-05-07,PIEMONTE,BIELLA,NA,COSSATO,2374,DC
1972-05-07,PIEMONTE,BIELLA,NA,COSSATO,605,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,COSSATO,254,MSI
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,33,PRI
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,144,PSI
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,61,PLI
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,577,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,508,DC
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,154,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,CREVACUORE,46,MSI
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,2,PRI
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,28,PSI
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,12,PLI
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,66,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,97,DC
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,30,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,CROSA,7,MSI
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,8,PRI
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,51,PSI
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,15,PLI
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,142,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,160,DC
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,42,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,CURINO,6,MSI
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,10,PRI
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,67,PSI
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,26,PLI
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,83,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,210,DC
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,38,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,DONATO,3,MSI
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,10,PRI
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,46,PSI
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,8,PLI
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,29,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,99,DC
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,15,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,DORZANO,8,MSI
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,77,PRI
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,264,PSI
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,111,PLI
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,821,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,675,DC
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,187,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,GAGLIANICO,114,MSI
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,20,PRI
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,140,PSI
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,69,PLI
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,338,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,315,DC
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,128,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,GRAGLIA,48,MSI
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,3,PRI
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,28,PSI
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,11,PLI
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,83,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,66,DC
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,16,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,GUARDABOSONE,5,MSI
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,22,PRI
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,154,PSI
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,66,PLI
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,591,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,602,DC
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,87,PSDI
1972-05-07,PIEMONTE,BIELLA,NA,LESSONA,40,MSI
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,8,PRI
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,39,PSI
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,15,PLI
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,116,PCI-PSIUP
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,84,DC
1972-05-07,PIEMONTE,BIELLA,NA,MAGNANO,14,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMEROTA,743,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,14,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,34,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,24,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,73,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,282,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,6,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CAMPORA,61,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,92,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,46,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,134,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,49,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,120,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,83,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CANNALONGA,69,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,124,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,74,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,18,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,30,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,373,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,114,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALBUONO,35,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,136,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,49,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,37,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,199,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,188,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,144,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASALETTO SPARTANO,172,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,121,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,150,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,175,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,760,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,651,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,49,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASAL VELINO,208,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,29,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,13,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,26,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,26,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,85,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,247,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASELLE IN PITTARI,638,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,142,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,131,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,183,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,115,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,1749,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,324,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELLABATE,409,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,67,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,56,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,44,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,179,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,220,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,21,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CASTELNUOVO CILENTO,138,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,69,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,30,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,18,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,82,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,495,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,36,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CELLE DI BULGHERIA,216,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,82,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,243,MSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,55,PLI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,386,PSDI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,669,DC
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,176,PSI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CENTOLA,547,PRI
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CERASO,132,PCI-PSIUP
1972-05-07,CAMPANIA,SALA CONSILINA-VALLO DELLA LUCANIA,NA,CERASO,65,MSI
1972-05-07,CAMPANIA,NOCERA INFERIORE,NA,SAN MARZANO SUL SARNO,169,PLI
1972-05-07,CAMPANIA,NOCERA INFERIORE,NA,SAN MARZANO SUL SARNO,263,PSDI
1972-05-07,LOMBARDIA,VIMERCATE,NA,BERNAREGGIO,114,PLI
1972-05-07,LOMBARDIA,VIMERCATE,NA,BERNAREGGIO,837,PSI
1972-05-07,LOMBARDIA,VIMERCATE,NA,BERNAREGGIO,43,MSI
1972-05-07,LOMBARDIA,VIMERCATE,NA,BERNAREGGIO,83,PSDI
1972-05-07,LOMBARDIA,LODI,NA,LIVRAGA,13,PRI
1972-05-07,LOMBARDIA,LODI,NA,LOCATE DI TRIULZI,2034,PCI-PSIUP
1972-05-07,VENETO,SCHIO,NA,VELO D'ASTICO,109,PSDI
1972-05-07,CAMPANIA,EBOLI,NA,CAMPAGNA,720,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,485,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,11840,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,2177,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,5048,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,1900,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,LEGNANO,1014,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,3370,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,273,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,5460,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,589,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,2571,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,1013,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGENTA,373,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,740,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,71,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,1845,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,106,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,572,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,142,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MAGNAGO,45,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,446,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,54,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,1312,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,68,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,365,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,66,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MARCALLO CON CASONE,33,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,178,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,31,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,806,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,37,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,223,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,54,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MESERO,13,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,209,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,7,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,258,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,11,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,75,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,18,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,MORIMONDO,9,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,141,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,12,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,161,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,17,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,74,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,14,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOSATE,6,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,304,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,18,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,138,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,10,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,33,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,31,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,NOVIGLIO,11,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,219,PCI-PSIUP
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,36,PC(MARX-LEN)IT
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,1140,DC
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,75,PLI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,239,PSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,36,MSI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OSSONA,24,PRI
1972-05-07,LOMBARDIA,ABBIATEGRASSO,NA,OZZERO,257,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,45,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,82,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,2,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,10,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,11,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,23,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,LIRIO,0,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,425,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,663,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,31,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,172,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,114,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,68,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,LUNGAVILLA,23,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,77,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,297,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,10,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,34,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,18,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,94,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MENCONICO,5,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,245,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,105,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,2,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,23,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,38,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,10,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANA RABATTONE,2,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,307,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,353,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,30,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,149,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,73,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,56,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MEZZANINO,10,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,196,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,418,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,13,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,101,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,69,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,57,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTALTO PAVESE,12,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,438,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,359,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,50,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,153,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,57,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,82,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTEBELLO DELLA BATTAGLIA,24,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,153,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,227,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,25,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,34,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,81,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,17,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTECALVO VERSIGGIA,5,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,82,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,117,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,16,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,16,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,21,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,11,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESCANO,2,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,65,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,203,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,3,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,20,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,20,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,16,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTESEGALE,7,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,294,PCI-PSIUP
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,653,DC
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,55,PLI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,211,PSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,215,MSI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,133,PSDI
1972-05-07,LOMBARDIA,VOGHERA,NA,MONTU' BECCARIA,28,PRI
1972-05-07,LOMBARDIA,VOGHERA,NA,MORNICO LOSANA,98,PCI-PSIUP
